episode_id,episode_number,title,date_published,youtube_id,youtube_url,priority,transcript_status,analysis_status,notes_status,timestamp_status,caption_provenance
dr-kyle-gillett-tools-for-hormone-optimization-in-males,102,Dr. Kyle Gillett: Tools for Hormone Optimization in Males,2022-12-12T09:00:00.000Z,O640yAgq5f8,https://www.youtube.com/watch?v=O640yAgq5f8,high,downloaded,analyzed,available,available,
the-science-of-creativity-and-how-to-enhance-creative-innovation,,The Science of Creativity & How to Enhance Creative Innovation,2022-12-19T09:00:00.000Z,KPlJcD-o-4Q,https://www.youtube.com/watch?v=KPlJcD-o-4Q,high,downloaded,analyzed,available,available,
jocko-willink-how-to-become-resilient-forge-your-identity-and-lead-others,,"Jocko Willink: How to Become Resilient, Forge Your Identity & Lead Others",2022-12-26T09:00:00.000Z,__RAXBLt1iM,https://www.youtube.com/watch?v=__RAXBLt1iM,high,downloaded,analyzed,available,available,
developing-a-rational-approach-to-supplementation-for-health-and-performance,,Developing a Rational Approach to Supplementation for Health & Performance,2023-01-09T09:00:00.000Z,tLS6t3FVOTI,https://www.youtube.com/watch?v=tLS6t3FVOTI,high,downloaded,analyzed,available,available,
rick-rubin-how-to-access-your-creativity,,Rick Rubin: How to Access Your Creativity,2023-01-16T09:00:00.000Z,ycOBZZeVeAc,https://www.youtube.com/watch?v=ycOBZZeVeAc,high,downloaded,analyzed,available,available,
dr-andy-galpin-how-to-assess-improve-all-aspects-of-your-fitness,,Guest Series | Dr. Andy Galpin: How to Assess & Improve All Aspects of Your Fitness,2023-01-18T09:00:00.000Z,zEYE-vcVKy8,https://www.youtube.com/watch?v=zEYE-vcVKy8,high,downloaded,analyzed,available,available,
how-to-optimize-fertility-in-males-and-females,,How to Optimize Fertility in Males & Females,2023-01-23T09:00:00.000Z,O1YRwWmue4Y,https://www.youtube.com/watch?v=O1YRwWmue4Y,high,downloaded,analyzed,available,available,
dr-andy-galpin-optimal-protocols-to-build-strength-and-grow-muscles,,Guest Series | Dr. Andy Galpin: Optimal Protocols to Build Strength & Grow Muscles,2023-01-25T09:00:00.000Z,CyDLbrZK75U,https://www.youtube.com/watch?v=CyDLbrZK75U,high,downloaded,analyzed,available,available,
dr-sara-gottfried-how-to-optimize-female-hormone-health-for-vitality-and-longevity,,Dr. Sara Gottfried: How to Optimize Female Hormone Health for Vitality & Longevity,2023-01-30T09:00:00.000Z,GVRDGQhoEYQ,https://www.youtube.com/watch?v=GVRDGQhoEYQ,high,downloaded,analyzed,available,available,
dr-andy-galpin-how-to-build-physical-endurance-and-lose-fat,,Guest Series | Dr. Andy Galpin: How to Build Physical Endurance & Lose Fat,2023-02-01T09:00:00.000Z,oNkDA2F7CjM,https://www.youtube.com/watch?v=oNkDA2F7CjM,high,downloaded,analyzed,available,available,
how-to-stop-headaches-using-science-based-approaches,,How to Stop Headaches Using Science-Based Approaches,2023-02-06T09:00:00.000Z,CGjdgy0cwGk,https://www.youtube.com/watch?v=CGjdgy0cwGk,high,downloaded,analyzed,available,available,
dr-andy-galpin-optimize-your-training-program-for-fitness-and-longevity,,Guest Series | Dr. Andy Galpin: Optimize Your Training Program for Fitness & Longevity,2023-02-08T09:00:00.000Z,UIy-WQCZd4M,https://www.youtube.com/watch?v=UIy-WQCZd4M,high,downloaded,analyzed,available,available,
dr-gina-poe-use-sleep-to-enhance-learning-memory-and-emotional-state,111,"Dr. Gina Poe: Use Sleep to Enhance Learning, Memory & Emotional State",2023-02-13T09:00:00.000Z,BMTt8gSl13s,https://www.youtube.com/watch?v=BMTt8gSl13s,high,downloaded,analyzed,available,available,
guest-series-dr-andy-galpin-maximize-recovery-to-achieve-fitness-and-performance-goals,,Guest Series | Dr. Andy Galpin: Maximize Recovery to Achieve Fitness & Performance Goals,2023-02-15T09:00:00.000Z,juD99_sPWGU,https://www.youtube.com/watch?v=juD99_sPWGU,high,downloaded,analyzed,available,available,
how-to-breathe-correctly-for-optimal-health-mood-learning-and-performance,,"How to Breathe Correctly for Optimal Health, Mood, Learning & Performance",2023-02-20T09:00:00.000Z,x4m_PdFbu-s,https://www.youtube.com/watch?v=x4m_PdFbu-s,high,downloaded,analyzed,available,available,
dr-andy-galpin-optimal-nutrition-and-supplementation-for-fitness,,Guest Series | Dr. Andy Galpin: Optimal Nutrition & Supplementation for Fitness,2023-02-22T09:00:00.000Z,q37ARYnRDGc,https://www.youtube.com/watch?v=q37ARYnRDGc,high,downloaded,analyzed,available,available,
ama-4-maintain-motivation-improve-rem-sleep-set-goals-manage-anxiety-more,,"AMA #4: Maintain Motivation, Improve REM Sleep, Set Goals, Manage Anxiety & More",2023-02-24T09:00:00.000Z,S8nPJU9xkNw,https://www.youtube.com/watch?v=S8nPJU9xkNw,high,downloaded,analyzed,available,missing,
dr-oded-rechavi-genes-and-the-inheritance-of-memories-across-generations,,Dr. Oded Rechavi: Genes & the Inheritance of Memories Across Generations,2023-02-27T09:00:00.000Z,CDUetQMKM6g,https://www.youtube.com/watch?v=CDUetQMKM6g,high,downloaded,analyzed,available,available,
how-to-optimize-your-water-quality-and-intake-for-health,,How to Optimize Your Water Quality & Intake for Health,2023-03-06T09:00:00.000Z,at37Y8rKDlA,https://www.youtube.com/watch?v=at37Y8rKDlA,high,downloaded,analyzed,available,available,
dr-satchin-panda-intermittent-fasting-to-improve-health-cognition-and-longevity,,"Dr. Satchin Panda: Intermittent Fasting to Improve Health, Cognition & Longevity",2023-03-13T08:00:00.000Z,7R3-3HR6-u4,https://www.youtube.com/watch?v=7R3-3HR6-u4,high,downloaded,analyzed,available,available,
dr-peter-attia-improve-vitality-emotional-and-physical-health-and-lifespan,,"Dr. Peter Attia: Improve Vitality, Emotional & Physical Health & Lifespan",2023-03-20T08:00:00.000Z,ufsIA5NARIo,https://www.youtube.com/watch?v=ufsIA5NARIo,high,downloaded,analyzed,available,available,
ama-5-intrusive-thoughts-cgms-behavioral-change-naps-nsdr,,"AMA #5: Intrusive Thoughts, CGMs, Behavioral Change, Naps & NSDR",2023-03-24T08:00:00.000Z,cp9GXl9Qk_s,https://www.youtube.com/watch?v=cp9GXl9Qk_s,high,downloaded,analyzed,available,missing,
leverage-dopamine-to-overcome-procrastination-and-optimize-effort,,Leverage Dopamine to Overcome Procrastination & Optimize Effort,2023-03-27T08:00:00.000Z,K-TW2Chpz4k,https://www.youtube.com/watch?v=K-TW2Chpz4k,high,downloaded,analyzed,available,available,
dr-elissa-epel-control-stress-for-healthy-eating-metabolism-and-aging,,"Dr. Elissa Epel: Control Stress for Healthy Eating, Metabolism & Aging",2023-04-03T08:00:00.000Z,ulHrUVV3Kq4,https://www.youtube.com/watch?v=ulHrUVV3Kq4,high,downloaded,analyzed,available,available,
the-science-of-healthy-hair-hair-loss-and-how-to-regrow-hair,,"The Science of Healthy Hair, Hair Loss and How to Regrow Hair",2023-04-10T08:00:00.000Z,6ZrlsVx85ek,https://www.youtube.com/watch?v=6ZrlsVx85ek,high,downloaded,analyzed,available,available,
dr-matthew-macdougall-neuralink-and-technologies-to-enhance-human-brains,,Dr. Matthew MacDougall: Neuralink & Technologies to Enhance Human Brains,2023-04-17T08:00:00.000Z,3ZGItIAUQmI,https://www.youtube.com/watch?v=3ZGItIAUQmI,high,downloaded,analyzed,available,available,
science-based-mental-training-and-visualization-for-improved-learning,,Science-Based Mental Training & Visualization for Improved Learning,2023-04-24T08:00:00.000Z,0RYyQRQFgFk,https://www.youtube.com/watch?v=0RYyQRQFgFk,high,downloaded,analyzed,available,available,
ama-6-eye-health-why-we-yawn-increasing-motivation,,"AMA #6: Eye Health, Why We Yawn & Increasing Motivation",2023-04-27T08:00:00.000Z,uWV9a3zEaL4,https://www.youtube.com/watch?v=uWV9a3zEaL4,high,downloaded,analyzed,available,missing,
dr-noam-sobel-how-smells-influence-our-hormones-health-and-behavior,,"Dr. Noam Sobel: How Smells Influence Our Hormones, Health & Behavior",2023-05-01T08:00:00.000Z,cS7cNaBrkxo,https://www.youtube.com/watch?v=cS7cNaBrkxo,high,downloaded,analyzed,available,available,
how-psilocybin-can-rewire-our-brain-its-therapeutic-benefits-and-its-risks,,"How Psilocybin Can Rewire Our Brain, Its Therapeutic Benefits & Its Risks",2023-05-08T08:00:00.000Z,eIxVfln02Ss,https://www.youtube.com/watch?v=eIxVfln02Ss,high,downloaded,analyzed,available,available,
dr-susanna-soberg-how-to-use-cold-and-heat-exposure-to-improve-your-health,,Dr. Susanna Søberg: How to Use Cold & Heat Exposure to Improve Your Health,2023-05-15T08:00:00.000Z,x3MgDtZovks,https://www.youtube.com/watch?v=x3MgDtZovks,high,downloaded,analyzed,available,available,
dr-robin-carhart-harris-the-science-of-psychedelics-for-mental-health,,Dr. Robin Carhart-Harris: The Science of Psychedelics for Mental Health,2023-05-22T08:00:00.000Z,fcxjwA4C4Cw,https://www.youtube.com/watch?v=fcxjwA4C4Cw,high,downloaded,analyzed,available,available,
adderall-stimulants-and-modafinil-for-adhd-short-and-long-term-effects,,"Adderall, Stimulants & Modafinil for ADHD: Short- & Long-Term Effects",2023-05-29T08:00:00.000Z,sxgCC4H1dl8,https://www.youtube.com/watch?v=sxgCC4H1dl8,high,downloaded,analyzed,available,available,
ama-7-cold-exposure-maximizing-rem-sleep-my-next-scientific-studies,,"AMA #7: Cold Exposure, Maximizing REM Sleep & My Next Scientific Studies",2023-05-31T08:00:00.000Z,dicP_kA-RA0,https://www.youtube.com/watch?v=dicP_kA-RA0,high,downloaded,analyzed,available,missing,
dr-immordino-yang-how-emotions-and-social-factors-impact-learning,,Dr. Immordino-Yang: How Emotions & Social Factors Impact Learning,2023-06-05T08:00:00.000Z,S8jWFcDGz4Y,https://www.youtube.com/watch?v=S8jWFcDGz4Y,high,downloaded,analyzed,available,available,
the-science-of-mdma-and-its-therapeutic-applications,,The Science of MDMA & Its Therapeutic Uses: Benefits & Risks,2023-06-12T08:00:00.000Z,slUCmZJDXrk,https://www.youtube.com/watch?v=slUCmZJDXrk,high,downloaded,analyzed,available,available,
tim-ferriss-how-to-learn-better-and-create-your-best-future,,Tim Ferriss: How to Learn Better & Create Your Best Future,2023-06-19T08:00:00.000Z,doupx8SAs5Y,https://www.youtube.com/watch?v=doupx8SAs5Y,high,downloaded,analyzed,available,available,
dr-jeffrey-goldberg-how-to-improve-your-eye-health-and-offset-vision-loss,,Dr. Jeffrey Goldberg: How to Improve Your Eye Health & Offset Vision Loss,2023-06-26T08:00:00.000Z,_ltcLEM-5HU,https://www.youtube.com/watch?v=_ltcLEM-5HU,high,downloaded,analyzed,available,available,
science-supported-tools-to-accelerate-your-fitness-goals,,Science-Supported Tools to Accelerate Your Fitness Goals,2023-07-03T08:00:00.000Z,LYYyQcAJZfk,https://www.youtube.com/watch?v=LYYyQcAJZfk,high,downloaded,analyzed,available,available,
dr-robert-malenka-how-your-brains-reward-circuits-drive-your-choices,,Dr. Robert Malenka: How Your Brain's Reward Circuits Drive Your Choices,2023-07-10T08:00:00.000Z,RI112zW8GDw,https://www.youtube.com/watch?v=RI112zW8GDw,high,downloaded,analyzed,available,available,
how-to-enhance-performance-and-learning-by-applying-a-growth-mindset,,How to Enhance Performance & Learning by Applying a Growth Mindset,2023-07-17T08:00:00.000Z,aQDOU3hPci0,https://www.youtube.com/watch?v=aQDOU3hPci0,high,downloaded,analyzed,available,available,
dr-maya-shankar-how-to-shape-your-identity-and-goals,,Dr. Maya Shankar: How to Shape Your Identity & Goals,2023-07-24T08:00:00.000Z,X8Hw8zeCDTA,https://www.youtube.com/watch?v=X8Hw8zeCDTA,high,downloaded,analyzed,available,available,
ama-9-kratom-risks-does-infrared-sauna-work-journaling-benefits,,"AMA #9: Kratom Risks, Does Infrared Sauna Work & Journaling Benefits",2023-07-28T08:00:00.000Z,HoH93judXmE,https://www.youtube.com/watch?v=HoH93judXmE,high,downloaded,analyzed,available,missing,
tony-hawk-harnessing-passion-drive-and-persistence-for-lifelong-success,,"Tony Hawk: Harnessing Passion, Drive & Persistence for Lifelong Success",2023-07-31T08:00:00.000Z,VOfwbcveP84,https://www.youtube.com/watch?v=VOfwbcveP84,high,downloaded,analyzed,available,available,
ketamine-benefits-and-risks-for-depression-ptsd-and-neuroplasticity,,"Ketamine: Benefits and Risks for Depression, PTSD & Neuroplasticity",2023-08-07T08:00:00.000Z,Rxmv7rT9leo,https://www.youtube.com/watch?v=Rxmv7rT9leo,high,downloaded,analyzed,available,available,
dr-rena-improving-sexual-and-urological-health-in-males-and-females,,Dr. Rena Malik: Improving Sexual & Urological Health in Males and Females,2023-08-14T08:00:00.000Z,F54qXuTpgfM,https://www.youtube.com/watch?v=F54qXuTpgfM,high,downloaded,analyzed,available,available,
dr-david-linden-life-death-and-the-neuroscience-of-your-unique-experience,,"Dr. David Linden: Life, Death & the Neuroscience of Your Unique Experience",2023-08-21T08:00:00.000Z,29n0WG317tM,https://www.youtube.com/watch?v=29n0WG317tM,high,downloaded,analyzed,available,available,
goals-toolkit-how-to-set-achieve-your-goals,,Goals Toolkit: How to Set & Achieve Your Goals,2023-08-28T08:00:00.000Z,CrtR12PBKb0,https://www.youtube.com/watch?v=CrtR12PBKb0,high,unavailable,unavailable,available,available,
marc-andreessen-how-risk-taking-innovation-and-artificial-intelligence-transform-human-experience,,"Marc Andreessen: How Risk Taking, Innovation & Artificial Intelligence Transform Human Experience",2023-09-04T08:00:00.000Z,yixIc1Ai6jM,https://www.youtube.com/watch?v=yixIc1Ai6jM,high,downloaded,analyzed,available,available,
guest-series-dr-paul-conti-how-to-understand-and-assess-your-mental-health,,Guest Series | Dr. Paul Conti: How to Understand & Assess Your Mental Health,2023-09-06T08:00:00.000Z,tLRCS48Ens4,https://www.youtube.com/watch?v=tLRCS48Ens4,high,downloaded,analyzed,available,available,
journal-club-with-dr-peter-attia-metformin-for-longevity-and-the-power-of-belief-effects,,Journal Club with Dr. Peter Attia | Metformin for Longevity & The Power of Belief Effects,2023-09-11T08:00:00.000Z,z8c6EyMNd0A,https://www.youtube.com/watch?v=z8c6EyMNd0A,high,downloaded,analyzed,available,available,
guest-series-dr-paul-conti-how-to-improve-your-mental-health,,Guest Series | Dr. Paul Conti: How to Improve Your Mental Health,2023-09-13T08:00:00.000Z,qPKd99Pa2iU,https://www.youtube.com/watch?v=qPKd99Pa2iU,high,downloaded,analyzed,available,available,
how-to-use-music-to-boost-motivation-mood-and-improve-learning,,"How to Use Music to Boost Motivation, Mood & Improve Learning",2023-09-18T08:00:00.000Z,gveDhZW-rUk,https://www.youtube.com/watch?v=gveDhZW-rUk,high,downloaded,analyzed,available,available,
guest-series-dr-paul-conti-how-to-build-and-maintain-healthy-relationships,,Guest Series | Dr. Paul Conti: How to Build and Maintain Healthy Relationships,2023-09-20T08:00:00.000Z,eMqWH3LYiII,https://www.youtube.com/watch?v=eMqWH3LYiII,high,downloaded,analyzed,available,available,
us-surgeon-general-dr-vivek-murthy-efforts-challenges-in-promoting-public-health,143,U.S. Surgeon General Dr. Vivek Murthy: Efforts & Challenges in Promoting Public Health,2023-09-25T08:00:00.000Z,qNzl12g0Dd8,https://www.youtube.com/watch?v=qNzl12g0Dd8,high,downloaded,analyzed,available,available,
guest-series-dr-paul-conti-tools-and-protocols-for-mental-health,,Guest Series | Dr. Paul Conti: Tools and Protocols for Mental Health,2023-09-27T08:00:00.000Z,yOJvm_ri_hk,https://www.youtube.com/watch?v=yOJvm_ri_hk,high,downloaded,analyzed,available,available,
ama-11-improve-task-switching-productivity-and-brain-fog,,AMA #11: Improve Task Switching & Productivity and Reduce Brain Fog,2023-09-29T08:00:00.000Z,7Ey_vTTgJGc,https://www.youtube.com/watch?v=7Ey_vTTgJGc,high,downloaded,analyzed,available,available,
chris-voss-how-to-succeed-at-hard-conversations,144,Chris Voss: How to Succeed at Hard Conversations,2023-10-02T08:00:00.000Z,q8CHXefn7B4,https://www.youtube.com/watch?v=q8CHXefn7B4,high,downloaded,analyzed,available,available,
how-to-increase-your-willpower-and-tenacity,145,How to Increase Your Willpower & Tenacity,2023-10-09T08:00:00.000Z,cwakOgHIT0E,https://www.youtube.com/watch?v=cwakOgHIT0E,high,downloaded,analyzed,available,available,
dr-lisa-feldman-barrett-how-to-understand-emotions,146,Dr. Lisa Feldman Barrett: How to Understand Emotions,2023-10-16T08:00:00.000Z,FeRgqJVALMQ,https://www.youtube.com/watch?v=FeRgqJVALMQ,high,downloaded,analyzed,available,available,
mark-zuckerberg-dr-priscilla-chan-curing-all-human-diseases-future-of-health-technology,147,Mark Zuckerberg & Dr. Priscilla Chan: Curing All Human Diseases & the Future of Health & Technology,2023-10-23T08:00:00.000Z,1Wo6SqLNmLk,https://www.youtube.com/watch?v=1Wo6SqLNmLk,high,downloaded,analyzed,available,available,
mental-health-toolkit-tools-to-bolster-your-mood-mental-health,148,Mental Health Toolkit: Tools to Bolster Your Mood & Mental Health,2023-10-30T08:00:00.000Z,CJIXbibQ0jI,https://www.youtube.com/watch?v=CJIXbibQ0jI,high,downloaded,analyzed,available,available,
ama-12-thoughts-on-longevity-supplements-how-to-improve-memory,,"AMA #12: Thoughts on Longevity Supplements (Resveratrol, NR, NMN, Etc.) & How to Improve Memory",2023-10-31T08:00:00.000Z,qJ3uV7coZbA,https://www.youtube.com/watch?v=qJ3uV7coZbA,high,downloaded,analyzed,available,available,
dr-michael-eisenberg-improving-male-sexual-health-function-fertility,149,"Dr. Michael Eisenberg: Improving Male Sexual Health, Function & Fertility",2023-11-06T09:00:00.000Z,pkJi9Raxikg,https://www.youtube.com/watch?v=pkJi9Raxikg,high,downloaded,analyzed,available,available,
dr-natalie-crawford-female-hormone-health-fertility-vitality,150,"Dr. Natalie Crawford: Female Hormone Health, Fertility & Vitality",2023-11-13T09:00:00.000Z,EhlIkzJwPlk,https://www.youtube.com/watch?v=EhlIkzJwPlk,high,downloaded,analyzed,available,available,
a-science-supported-journaling-protocol-to-improve-mental-physical-health,151,A Science-Supported Journaling Protocol to Improve Mental & Physical Health,2023-11-20T09:00:00.000Z,wAZn9dF3XTo,https://www.youtube.com/watch?v=wAZn9dF3XTo,high,downloaded,analyzed,available,available,
dr-adam-grant-how-to-unlock-your-potential-motivation-unique-abilities,152,"Dr. Adam Grant: How to Unlock Your Potential, Motivation & Unique Abilities",2023-11-27T09:00:00.000Z,3gtvNYa3Nd8,https://www.youtube.com/watch?v=3gtvNYa3Nd8,high,downloaded,analyzed,available,available,
ama-13-winter-months-sickness-wim-hof-breathing-stressors,,"AMA #13: Winter Months & Sickness, Wim Hof Breathing & Stressors",2023-11-30T09:00:00.000Z,xTtM2AvCRyA,https://www.youtube.com/watch?v=xTtM2AvCRyA,high,downloaded,analyzed,available,available,
robert-greene-a-process-for-finding-achieving-your-unique-purpose,153,Robert Greene: A Process for Finding & Achieving Your Unique Purpose,2023-12-04T09:00:00.000Z,50BZQRT1dAg,https://www.youtube.com/watch?v=50BZQRT1dAg,high,downloaded,analyzed,available,available,
dr-karen-parker-the-causes-treatments-for-autism,154,Dr. Karen Parker: The Causes & Treatments for Autism,2023-12-11T09:00:00.000Z,ccrbE0QHy94,https://www.youtube.com/watch?v=ccrbE0QHy94,high,downloaded,analyzed,available,available,
dr-robert-lustig-how-sugar-processed-foods-impact-your-health,155,Dr. Robert Lustig: How Sugar & Processed Foods Impact Your Health,2023-12-18T09:00:00.000Z,n28W4AmvMDE,https://www.youtube.com/watch?v=n28W4AmvMDE,high,downloaded,analyzed,available,available,
rick-rubin-protocols-to-access-creative-energy-and-process,156,Rick Rubin: Protocols to Access Creative Energy and Process,2023-12-25T09:00:00.000Z,GpgqXCkRO-w,https://www.youtube.com/watch?v=GpgqXCkRO-w,high,downloaded,analyzed,available,available,
ama-14-2023-philanthropy-evening-routine-light-therapy-health-metrics-more,,"AMA #14: 2023 Philanthropy, Evening Routine, Light Therapy, Health Metrics & More",2023-12-31T09:00:00.000Z,zbpb1wd-wvs,https://www.youtube.com/watch?v=zbpb1wd-wvs,high,downloaded,analyzed,available,available,
david-goggins-how-to-build-immense-inner-strength,157,David Goggins: How to Build Immense Inner Strength,2024-01-01T09:00:00.000Z,nDLb8_wgX50,https://www.youtube.com/watch?v=nDLb8_wgX50,high,downloaded,analyzed,available,available,
how-to-prevent-treat-colds-flu,158,How to Prevent & Treat Colds & Flu,2024-01-08T09:00:00.000Z,AtChcxeaukQ,https://www.youtube.com/watch?v=AtChcxeaukQ,high,downloaded,analyzed,available,available,
dr-sean-mackey-tools-to-reduce-manage-pain,159,Dr. Sean Mackey: Tools to Reduce & Manage Pain,2024-01-15T09:00:00.000Z,K9lORz2_XSU,https://www.youtube.com/watch?v=K9lORz2_XSU,high,downloaded,analyzed,available,available,
journal-club-with-dr-peter-attia-effects-of-light-dark-on-mental-health-treatments-for-cancer,160,Journal Club with Dr. Peter Attia | Effects of Light & Dark on Mental Health & Treatments for Cancer,2024-01-22T09:00:00.000Z,TG8VM5-CTfw,https://www.youtube.com/watch?v=TG8VM5-CTfw,high,downloaded,analyzed,available,available,
tools-to-enhance-working-memory-attention,161,Tools to Enhance Working Memory & Attention,2024-01-29T09:00:00.000Z,CQlTmOFM4Qs,https://www.youtube.com/watch?v=CQlTmOFM4Qs,high,downloaded,analyzed,available,available,
ama-15-fluoride-benefits-risks-vagus-nerve-stimulation,,AMA #15: Fluoride Benefits/Risks & Vagus Nerve Stimulation,2024-02-01T09:00:00.000Z,j2sMqSDLd4k,https://www.youtube.com/watch?v=j2sMqSDLd4k,high,downloaded,analyzed,available,available,
dr-kay-tye-the-biology-of-social-interactions-and-emotions,162,Dr. Kay Tye: The Biology of Social Interactions and Emotions,2024-02-05T09:00:00.000Z,V0Sdgn0_kFM,https://www.youtube.com/watch?v=V0Sdgn0_kFM,high,downloaded,analyzed,available,available,
how-to-improve-oral-health-its-critical-role-in-brain-body-health,163,How to Improve Oral Health & Its Critical Role in Brain & Body Health,2024-02-12T09:00:00.000Z,zVCaYyUWWSw,https://www.youtube.com/watch?v=zVCaYyUWWSw,high,downloaded,analyzed,available,available,
dr-mark-desposito-how-to-optimize-cognitive-function-brain-health,164,Dr. Mark D'Esposito: How to Optimize Cognitive Function & Brain Health,2024-02-19T09:00:00.000Z,HYVeP4F0GNU,https://www.youtube.com/watch?v=HYVeP4F0GNU,high,downloaded,analyzed,available,available,
dr-becky-kennedy-protocols-for-excellent-parenting-improving-relationships-of-all-kinds,165,Dr. Becky Kennedy: Protocols for Excellent Parenting & Improving Relationships of All Kinds,2024-02-26T09:00:00.000Z,XT_6Lvkhxvo,https://www.youtube.com/watch?v=XT_6Lvkhxvo,high,downloaded,analyzed,available,available,
ama-16-sleep-vertigo-tbi-ocd-tips-for-travelers-gut-brain-axis-more,,"AMA #16: Sleep, Vertigo, TBI, OCD, Tips for Travelers, Gut-Brain Axis & More",2024-02-29T09:00:00.000Z,gE0_8AjTFaM,https://www.youtube.com/watch?v=gE0_8AjTFaM,high,downloaded,analyzed,available,available,
how-placebo-effects-work-to-change-our-biology-psychology,166,How Placebo Effects Work to Change Our Biology & Psychology,2024-03-04T09:00:00.000Z,gdUNjPijwA8,https://www.youtube.com/watch?v=gdUNjPijwA8,high,downloaded,analyzed,available,available,
dr-cal-newport-how-to-enhance-focus-and-improve-productivity,167,Dr. Cal Newport: How to Enhance Focus and Improve Productivity,2024-03-11T08:00:00.000Z,p4ZfkezDTXQ,https://www.youtube.com/watch?v=p4ZfkezDTXQ,high,downloaded,analyzed,available,available,
dr-ej-chichilnisky-how-the-brain-works-curing-blindness-how-to-navigate-a-career-path,168,"Dr. E.J. Chichilnisky: How the Brain Works, Curing Blindness & How to Navigate a Career Path",2024-03-18T08:00:00.000Z,oL3SkPV1_Ik,https://www.youtube.com/watch?v=oL3SkPV1_Ik,high,downloaded,analyzed,available,available,
asi-wind-what-magic-mind-reading-reveal-about-the-brain,169,Asi Wind: What Magic & Mind Reading Reveal About the Brain,2024-03-25T08:00:00.000Z,kpTJqwIfHcM,https://www.youtube.com/watch?v=kpTJqwIfHcM,high,downloaded,analyzed,available,available,
benefits-risks-of-peptide-therapeutics-for-physical-mental-health,170,Benefits & Risks of Peptide Therapeutics for Physical & Mental Health,2024-04-01T08:00:00.000Z,zU5EYw06wtw,https://www.youtube.com/watch?v=zU5EYw06wtw,high,downloaded,analyzed,available,available,
guest-series-dr-matthew-walker-the-biology-of-sleep-your-unique-sleep-needs,,Guest Series | Dr. Matt Walker: The Biology of Sleep & Your Unique Sleep Needs,2024-04-03T08:00:00.000Z,-OBCwiPPfEU,https://www.youtube.com/watch?v=-OBCwiPPfEU,high,downloaded,analyzed,available,available,
coleman-ruiz-overcoming-physical-emotional-challenges,170,Coleman Ruiz: Overcoming Physical & Emotional Challenges,2024-04-08T08:00:00.000Z,acgz0C-z-gc,https://www.youtube.com/watch?v=acgz0C-z-gc,high,downloaded,analyzed,available,available,
guest-series-dr-matthew-walker-protocols-to-improve-your-sleep,,Guest Series | Dr. Matthew Walker: Protocols to Improve Your Sleep,2024-04-10T08:00:00.000Z,hvPGfcAgk9Y,https://www.youtube.com/watch?v=hvPGfcAgk9Y,high,downloaded,analyzed,available,available,
guest-series-dr-matt-walker-how-to-structure-your-sleep-use-naps-time-caffeine,,"Guest Series | Dr. Matt Walker: How to Structure Your Sleep, Use Naps & Time Caffeine",2024-04-17T08:00:00.000Z,4F_RBc1akC8,https://www.youtube.com/watch?v=4F_RBc1akC8,high,downloaded,analyzed,available,available,
dr-bonnie-halpern-felsher-vaping-alcohol-use-other-risky-youth-behaviors,173,"Dr. Bonnie Halpern-Felsher: Vaping, Alcohol Use & Other Risky Youth Behaviors",2024-04-22T08:00:00.000Z,zlc4VrDx_qk,https://www.youtube.com/watch?v=zlc4VrDx_qk,high,downloaded,analyzed,available,available,
guest-series-dr-matt-walker-using-sleep-to-improve-learning-creativity-memory,,"Guest Series | Dr. Matt Walker: Using Sleep to Improve Learning, Creativity & Memory",2024-04-24T08:00:00.000Z,F9KrZd_-ge0,https://www.youtube.com/watch?v=F9KrZd_-ge0,high,downloaded,analyzed,available,available,
protocols-to-strengthen-pain-proof-your-back,174,Protocols to Strengthen & Pain Proof Your Back,2024-04-29T08:00:00.000Z,PVmQOLYckKQ,https://www.youtube.com/watch?v=PVmQOLYckKQ,high,downloaded,analyzed,available,available,
ama-17-making-time-for-fitness-top-sleep-tools-best-learning-strategies,,"AMA #17: Making Time for Fitness, Top Sleep Tools & Best Learning Strategies",2024-04-30T08:00:00.000Z,jGZ1mR9uLU0,https://www.youtube.com/watch?v=jGZ1mR9uLU0,high,downloaded,analyzed,available,available,
guest-series-dr-matt-walker-improve-sleep-to-boost-mood-emotional-regulation,,Guest Series | Dr. Matt Walker: Improve Sleep to Boost Mood & Emotional Regulation,2024-05-01T08:00:00.000Z,S_SrHS8FvMM,https://www.youtube.com/watch?v=S_SrHS8FvMM,high,downloaded,analyzed,available,available,
dr-casey-means-transform-your-health-by-improving-metabolism-hormone-blood-sugar-regulation,175,"Dr. Casey Means: Transform Your Health by Improving Metabolism, Hormone & Blood Sugar Regulation",2024-05-06T08:00:00.000Z,8qaBpM73NSk,https://www.youtube.com/watch?v=8qaBpM73NSk,high,downloaded,analyzed,available,available,
guest-series-dr-matt-walker-the-science-of-dreams-nightmares-lucid-dreaming,,"Guest Series | Dr. Matt Walker: The Science of Dreams, Nightmares & Lucid Dreaming",2024-05-08T08:00:00.000Z,Jy4rJcYmtUM,https://www.youtube.com/watch?v=Jy4rJcYmtUM,high,downloaded,analyzed,available,available,
dr-james-hollis-how-to-find-your-true-purpose-create-your-best-life,176,Dr. James Hollis: How to Find Your True Purpose & Create Your Best Life,2024-05-13T08:00:00.000Z,SyWC8ZFVxGo,https://www.youtube.com/watch?v=SyWC8ZFVxGo,high,downloaded,analyzed,available,available,
